Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2015,Malcome Kennedy,Texas A&M,WR,71.25,207,9.75,31.25,,4.57,9,30,116,4.3,7.21,
2015,Nigel King,Kansas,WR,74.13,213,9.5,31.625,,4.57,14,38,125,4.42,,
2015,Jake Kumerow,Wisconsin-Whitewater,WR,76.5,209,9.5,31.875,,4.54,14,29.5,110,4.3,7.01,
2015,Dez Lewis,Central Arkansas,WR,75.75,214,9.88,32.5,,4.58,16,33.5,119,4.28,7.11,
2015,Jameon Lewis,Mississippi State,WR,68.25,184,9.25,29.25,,4.57,10,27.5,107,4.47,7.32,
2015,Tony Lippett,Michigan State,WR,74.5,192,9.88,32.75,,4.61,10,36,114,4.13,6.92,11.44
2015,Tyler Lockett,Kansas State,WR,69.88,182,8.38,30,,4.4,,35.5,121,4.07,6.89,11.14
2015,Deon Long,Maryland,WR,71.63,192,9.5,31,,4.51,12,34,120,4.27,6.98,
2015,Keanon Lowe,Oregon,WR,68.88,186,8.75,30.375,,4.46,9,34,105,4.37,7.05,
2015,Donatella Luckett,Harding (AR),WR,71.75,211,9.25,31,,4.65,17,34,118,4.5,7.51,
2015,Kevonte Martin-Manley,Iowa,WR,72.13,205,9.38,32.125,,4.56,,34,121,4.25,7.05,
2015,Vince Mayle,Washington State,WR,74,224,9,31.75,,4.67,,35.5,117,4.13,6.93,
2015,Tre McBride,William & Mary (VA),WR,72.25,210,9,32.13,,4.41,16,38,122,4.08,6.96,11.7
2015,Justin McCay,Kansas,WR,74.13,210,9,33.25,,4.54,11,31.5,110,4.62,7.44,
2015,Matt Miller,Boise State,WR,74.88,220,8.88,32.5,,4.79,8,32.5,111,4.47,7.23,
2015,Matt Milton,Louisville,WR,77.38,205,8.88,34,,4.62,15,34.5,123,4.57,7.03,
2015,Ty Montgomery,Stanford,WR,71.88,221,10.13,31,,4.55,15,40.5,121,4.21,6.97,11.57
2015,Keith Mumphery,Michigan State,WR,71.63,215,9.13,31.13,,4.54,14,32.5,121,4.25,7.07,
2015,J.J. Nelson,Alabama-Birmingham,WR,70.25,156,8.25,31.13,,4.28,,36,127,4.15,7.02,11.89
2015,Levi Norwood,Baylor,WR,72.5,193,9.63,30.875,,4.52,,33,120,4.23,6.89,
2015,DeVante Parker,Louisville,WR,74.63,209,9.25,33.25,15,4.45,17,36.5,125,,,
2015,Breshad Perriman,Central Florida,WR,74,212,9.25,32,,4.52,17,35,124,,,
2015,Shakim Phillips,Boston College,WR,73,206,9.5,32.375,,4.42,16,37.5,124,4.37,7.08,
2015,Kyle Prater,Northwestern,WR,77.13,228,10.38,33.25,,4.58,19,29.5,118,4.28,7.18,
2015,Addison Richards,Regina (Canada),WR,76.38,209,8.25,30.5,,4.67,,,,,,
2015,Jamal Robinson,Louisiana-Lafayette,WR,75,205,,,,4.57,,,,,,
2015,Ezell Ruffin,San Diego State,WR,71.63,218,8.75,31.13,,4.68,17,27.5,110,4.58,7.35,12.59
2015,Dominic Rufran,Wyoming,WR,71.5,188,9.13,30.5,,4.55,17,32,118,4.33,7.32,
2015,Bud Sasser,Missouri,WR,74.63,210,10.13,33,,4.62,17,33,117,4.42,6.99,
2015,Ross Scheuerman,Lafayette (PA),WR,71.88,204,8.75,30,,4.62,15,33,121,4.11,7.08,11.4
2015,Dawon Scott,Miami (OH),WR,71,194,,,,4.54,,,,,,
2015,Jaxon Shipley,Texas,WR,72.13,193,9.25,30.875,,4.54,9,34,125,4.41,6.93,
2015,Tommy Shuler,Marshall (WV),WR,67,188,,,,4.68,,,,,,
2015,DeAndre Smelter,Georgia Tech,WR,74.13,226,11,32.63,,4.58,,,,,,
2015,Devin Smith,Ohio State,WR,72.38,196,9,31,,4.42,10,39,122,4.15,6.94,
2015,Evan Spencer,Ohio State,WR,73.38,208,10.13,31.875,,4.54,19,33.5,121,4.33,7.14,
2015,Neal Sterling,Monmouth (NJ),WR,75.38,238,9.63,33.125,,4.63,15,34,113,4.29,7.18,
2015,Jaelen Strong,Arizona State,WR,74.38,217,9,32.5,22,4.44,,42,123,4.25,7.45,
2015,Tacoi Sumler,Appalachian State (NC),WR,67.63,175,9.25,29.375,,4.42,12,31.5,115,4.44,7.07,
2015,Jordan Taylor,Rice (TX),WR,76.38,204,9.25,32.75,,4.54,8,35,119,4.5,6.8,
2015,Darren Waller,Georgia Tech,WR,78.13,238,9,33.25,,4.46,12,37,125,4.25,7.07,11.35
2015,Jarrod West,Syracuse,WR,73.88,209,10.25,30.75,,4.53,18,34,119,4.23,7.17,
2015,Brandon White,San Diego,WR,74.13,205,,,,,,,,,,
2015,Darius White,Missouri,WR,75,208,9.38,31.75,,4.56,12,36,121,4.63,7.23,
2015,DeAndrew White,Alabama,WR,71.5,193,9.13,31,,4.44,,34.5,118,4.18,6.97,
2015,Kevin White,West Virginia,WR,74.63,215,9.25,32.63,,4.35,23,36.5,123,4.14,6.92,11.52
2015,Jackie Williams,Central Florida,WR,69.63,190,9.13,31.25,,4.59,16,38,126,4.38,6.69,
2015,Kasen Williams,Washington,WR,73.5,219,9.25,32.625,,4.54,16,34,116,4.51,7.16,
2015,Tyrell Williams,Western Oregon,WR,75.5,204,9.88,33.5,,4.43,,38,124,4.21,6.85,
2015,Demetrius Wilson,Arkansas,WR,73.38,185,9.25,31,,4.49,3,33.5,121,4.38,6.76,
2015,Cam Worthy,East Carolina (NC),WR,74.25,211,10.13,33.5,,4.59,12,,,,,
2015,J.J. Worton,Central Florida,WR,73,209,9.88,30.75,,4.63,,,,,,
2015,Shane Wynn,Indiana,WR,66,167,8.88,29.5,,4.38,12,34.5,117,4.29,7,
2014,Jared Abbrederis,Wisconsin,WR,73,195,9.63,31.38,32,4.5,4,30.5,116,4.08,6.8,11.39
2014,Davante Adams,Frenso State (CA),WR,72.88,212,9,32.63,,4.56,14,39.5,123,4.3,6.82,
2014,Torrence Allen,West Texas A&M,WR,72,183,8.88,32.375,,4.45,14,38.5,126,4.6,7.25,
2014,Dri Archer,Kent State (OH),WR,67.75,173,8.88,31,,4.26,20,38,122,4.06,6.86,
2014,Odell Beckham,Louisiana State,WR,71.25,198,10,32.75,,4.43,7,38.5,122,3.94,6.69,10.93
2014,Kelvin Benjamin,Florida State,WR,77,240,10.25,34.88,7,4.61,13,32.5,117,4.39,7.33,12.08
2014,Chris Boyd,Vanderbilt,WR,76,206,9.63,32.63,,4.73,12,,,,,
2014,Corey Brown,Ohio State,WR,71.38,178,9.38,31.75,,4.51,,33,115,4.22,7.16,11.94
2014,John Brown,Pittsburg State (KS),WR,70,179,8.5,30.5,,4.34,7,36.5,117,4.12,6.91,11.4
2014,Martavis Bryant,Clemson,WR,75.75,211,9.5,32.63,14,4.42,16,39,123,4.15,7.18,
2014,Isaiah Burse,Frenso State (CA),WR,70.38,188,8.38,30.25,,4.58,16,31,114,3.94,6.74,11.53
2014,Trey Burton,Florida,WR,74.13,224,9.38,31,,4.62,,30,111,4.32,7.14,
2014,Michael Campanaro,Wake Forest,WR,69.38,192,9.75,30,,4.46,20,39,122,4.01,6.77,
2014,Brandon Coleman,Rutgers,WR,78,225,9.25,34,,4.56,21,32.5,,4.51,7.33,
2014,Kain Colter,Northwestern,WR,70.5,198,10,31,,4.75,10,,,4.24,6.79,
2014,Brandin Cooks,Oregon State,WR,69.75,189,9.63,30.75,,4.33,16,36,120,3.81,6.76,10.72
2014,Damian Copeland,Louisville,WR,71,184,9,31.38,,4.5,12,40,120,3.9,6.53,10.84
2014,Mike Davis,Texas,WR,72,197,9.38,30.25,,4.52,10,34,116,4.18,7,11.65
2014,Bruce Ellington,South Carolina,WR,69.38,197,9.63,31,,4.45,15,39.5,120,3.95,6.69,11.12
2014,Quincy Enunwa,Nebraska,WR,74,225,9.5,32.63,,4.41,19,,,,,
2014,Mike Evans,Texas A&M,WR,76.75,231,9.63,35.13,25,4.53,12,37,,4.26,7.08,11.58
2014,Shaquelle Evans,UCLA,WR,73.25,213,9.38,32,,4.51,13,34.5,122,4.21,7.07,
2014,Bennie Fowler,Michigan State,WR,73.25,217,9.5,32,,4.52,17,36,125,4.18,7.06,11.52
2014,Austin Franklin,New Mexico State,WR,70.63,189,10,31.25,,4.56,7,36,123,4.33,7.07,11.7
2014,Jeremy Gallon,Michigan,WR,67.5,185,9.38,29.5,,4.49,15,38,127,4.3,7.18,
2014,Ryan Grant,Tulane (LA),WR,72.38,199,9.63,31,,4.64,8,35.5,117,4.11,6.68,11.63
2014,Matt Hazel,Coastal Carolina (SC),WR,73,198,9.13,31.38,,4.5,15,36.5,116,4.2,7.08,11.6
2014,Robert Herron,Wyoming,WR,69.13,193,9.75,30.5,,4.48,18,35.5,124,4.27,6.84,
2014,Cody Hoffman,Brigham Young,WR,75.88,223,9.75,33.25,,4.65,13,27.5,108,4.2,6.89,
2014,Josh Huff,Oregon,WR,71.25,206,9.38,31.25,,4.51,14,35.5,115,4.16,7.07,
2014,Allen Hurns,Miami (FL),WR,73.25,198,9.25,32,,4.55,14,31,120,4.5,7.23,
2014,Jeff Janis,Saginaw Valley State (MI),WR,74.88,219,9,32.5,,4.42,20,37.5,123,3.98,6.64,
2014,T.J. Jones,Notre Dame,WR,71.63,188,10,30.625,,4.48,,33,117,4.27,6.82,
2014,Jarvis Landry,Louisiana State,WR,71.5,205,10.25,31.75,,4.65,12,28.5,110,4.63,7.67,
2014,Cody Latimer,Indiana,WR,74.5,215,9.63,32.63,,4.52,23,37.5,,,,
2014,Marqise Lee,Southern California,WR,71.75,192,9.5,31.75,,4.52,10,38,126,4.01,7.07,
2014,Marcus Lucas,Missouri,WR,75.75,218,9.38,33.63,,4.6,20,36,123,4.25,7.07,
2014,Jordan Matthews,Vanderbilt,WR,75.13,212,10.38,33.25,29,4.46,21,35.5,120,4.18,6.95,11.84
2014,Donte Moncrief,Mississippi,WR,74.38,221,9.13,32.38,,4.4,13,39.5,132,4.3,7.02,
2014,Kevin Norwood,Alabama,WR,74,198,10,32.13,,4.48,8,33,121,4.32,6.68,11.46
2014,Walter Powell,Murray State (KY),WR,71.38,189,9.5,31.625,,4.63,10,31.5,120,4.23,6.7,
2014,Tevin Reese,Baylor,WR,70.5,163,8.63,31.63,,4.46,,41,132,4.18,6.63,
2014,Paul Richardson,Colorado,WR,72.38,175,8.88,32.63,,4.4,,38,123,4.27,7.09,
2014,Allen Robinson,Penn State,WR,74.63,220,9.5,32,,4.6,,39,126,4,7,11.36
2014,Jalen Saunders,Oklahoma,WR,68.88,165,8.88,30,,4.44,,34,122,4.38,7.4,
2014,Willie Snead,Ball State (IN),WR,71,195,10.25,33,,4.62,11,33.5,112,4.39,7.19,11.96
2014,Josh Stewart,Oklahoma State,WR,69.88,178,9.38,30,,4.69,11,35,116,4.33,7.1,
2014,Devin Street,Pittsburgh,WR,74.88,198,9.25,33.38,,4.55,,37,123,4.01,6.89,
2014,L'Damian Washington,Missouri,WR,75.88,195,9,33.38,,4.46,8,32,114,4.35,7.19,
2014,Sammy Watkins,Clemson,WR,72.75,211,9.63,32,,4.43,16,34,125,4.34,6.95,
2014,Albert Wilson,Georgia State,WR,69.38,202,9.13,30.38,,4.43,10,37.5,123,4.21,7,
2013,Keenan Allen,California,WR,74,206,10,32.75,,,,,,,,
2013,Tavon Austin,West Virginia,WR,68.5,174,9.18,30.08,7,4.34,14,32,120,4.01,,
2013,Stedman Bailey,West Virginia,WR,70.25,193,9.78,32.68,,4.52,11,34.5,117,4.09,6.81,
2013,Alan Bonner,Jacksonville State (AL),WR,70.25,193,9.38,30.28,,4.59,14,33,117,4.15,7.15,
2013,Josh Boyce,Texas Christian,WR,71.13,206,9.28,31.28,,4.38,22,34,131,4.1,6.68,11.26
2013,Justin Brown,Oklahoma,WR,75.13,207,9.63,32,,4.64,7,29,114,4.35,7.07,
2013,Marlon Brown,Georgia,WR,75.88,213,8.38,32.75,,,9,,,,,
2013,Brice Butler,San Diego State,WR,75.25,214,9.38,34.5,,4.41,,37.5,126,4.44,6.81,
2013,Jasper Collins,Mount Union (OH),WR,70.25,180,9.13,29.5,,4.51,11,33,118,4.11,6.96,
2013,Marcus Davis,Virginia Tech,WR,75,233,10.28,32.68,,4.56,19,39.5,120,4.24,7.15,
2013,Aaron Dobson,Marshall (WV),WR,74.75,210,9,33,,4.41,15,33.5,118,4.37,7.3,
2013,Kevin Dorsey,Maryland,WR,73.38,207,9.63,33.75,,4.51,16,36.5,127,4.32,7.19,
2013,Corey Fuller,Virginia Tech,WR,74.25,204,9.48,33.28,,4.43,12,31.5,120,4.52,7.28,
2013,Tyrone Goard,Eastern Kentucky,WR,75.75,205,8.68,34.08,,4.5,10,36,123,4.39,6.9,
2013,Marquise Goodwin,Texas,WR,68.88,183,8.58,31.48,,4.27,13,40.5,132,4.13,6.77,
2013,Cobi Hamilton,Arkansas,WR,73.75,212,8.68,32.48,,4.56,11,29.5,107,4.31,7.2,
2013,Chris Harper,Kansas State,WR,72.75,229,9.68,32.68,33,4.55,20,35.5,116,4.39,6.89,
2013,Mark Harrison,Rutgers,WR,74.88,231,9.58,35.08,,4.46,17,38.5,129,4.33,6.99,11.72
2013,DeAndre Hopkins,Clemson,WR,73,214,10.08,33.38,,4.57,15,36,115,4.5,6.94,
2013,Justin Hunter,Tennessee,WR,76,196,9.38,33.28,12,4.44,,39.5,136,4.33,7.3,
2013,Charles Johnson,,WR,74,215,9.25,30.5,,4.43,13,38,130,4.35,7.15,
2013,Darius Johnson,Southern Methodist (TX),WR,69,179,9.18,30.28,,4.6,6,32,109,4.53,7.4,
2013,Brandon Kaufman,Eastern Washington,WR,77,216,9.28,32.28,,4.67,9,33.5,115,4.44,7.11,12.14
2013,Tavarres King,Georgia,WR,72.25,189,9.48,33.08,,4.47,11,36.5,123,4.33,6.91,
2013,Alec Lemon,Syracuse,WR,73.25,202,8.48,31.18,,4.59,7,32,112,4.29,7.04,
2013,Aaron Mellette,Elon (NC),WR,74.38,217,9.58,33.18,,4.54,9,33.5,123,4.41,7.11,
2013,T.J. Moe,Missouri,WR,71.5,204,9.78,30.18,,4.74,26,36,120,3.96,6.53,10.87
2013,Cordarrelle Patterson,Tennessee,WR,73.88,216,9.08,31.68,11,4.42,,37,128,4.44,7.39,
2013,Quinton Patton,Louisiana Tech,WR,72,204,9.38,32.78,,4.53,8,33,118,4.01,6.91,
2013,Denard Robinson,Michigan,WR,70.5,199,9.08,32.58,,4.43,,36.5,123,4.22,7.09,
2013,DaRick Rogers,Tennessee Tech,WR,74.5,217,9.48,32.68,,4.52,10,39.5,132,4.06,6.71,11.31
2013,Zach Rogers,Tennessee,WR,72.13,182,9.38,30.5,,4.5,12,30.5,112,4.26,6.87,
2013,Lanear Sampson,Baylor,WR,71.13,204,9.28,30.68,,4.46,20,33.5,119,4.38,7.1,11.87
2013,Ace Sanders,South Carolina,WR,67,173,8.78,29.48,,4.58,7,32,117,4.37,6.81,11.29
2013,Mike Smith,Kansas,WR,72,197,9.75,31,,4.63,9,31.5,115,4.41,7.14,
2013,Rodney Smith,Florida State,WR,76.38,225,10.38,34.68,,4.51,,34.5,120,4.07,7.03,11.84
2013,Ryan Spadola,Lehigh (PA),WR,73.25,204,9.68,30.68,,4.48,15,33.5,119,4.07,6.72,11.35
2013,Kenny Stills,Oklahoma,WR,72.5,194,9.08,30.48,,4.38,16,33.5,124,4.35,7.24,
2013,Ryan Swope,Texas A&M,WR,72.13,205,8.48,31.38,,4.34,16,37,125,4.25,6.76,
2013,Kenbrell Thompkins,Cincinnati,WR,72.63,193,8.68,32.28,,4.54,8,33.5,121,4.21,6.88,11.9
2013,Conner Vernon,Duke,WR,72.25,196,9.28,30.48,,4.68,,32.5,125,4.22,6.93,11.34
2013,Markus Wheaton,Oregon State,WR,71,189,9.18,32.68,,4.45,20,37,120,4.02,6.8,11.16
2013,Terrance Williams,Baylor,WR,74,208,8.68,31.28,,4.52,11,32.5,119,4.32,7.01,11.5
2013,Marquess Wilson,Washington State,WR,74.63,194,9.28,31.18,,4.51,7,34.5,122,4.33,6.65,
2013,Robert Woods,Southern California,WR,72.38,201,9.28,31.08,23,4.51,14,33.5,117,4.47,7.15,
2012,Joe Adams,Arkansas,WR,70.63,179,9.38,31.88,,4.51,6,36,123,4.22,7.09,
2012,Tim Benford,Tennessee Tech,WR,71.25,205,8.88,33.125,,4.51,15,31.5,118,4.39,7.41,
2012,Travis Benjamin,Miami (FL),WR,69.88,172,8.75,31.75,,4.31,14,38,119,4.21,7.07,
2012,Justin Blackmon,Oklahoma State,WR,72.88,207,9.25,32.5,,4.48,14,33.5,120,4.42,7.24,
2012,Jarrett Boykin,Virginia Tech,WR,73.75,217,10.25,32.25,,4.62,11,36,123,4.28,7.12,11.22
2012,LaVon Brazill,Ohio,WR,70.63,192,9.75,32,,4.43,11,32.5,115,4.41,,
2012,Ryan Broyles,Oklahoma,WR,70.13,192,9,30.25,,4.57,21,,,,,
2012,Brandon Carswell,Southern California,WR,73,201,,,,4.51,17,32.5,109,4.26,7.15,
2012,Greg Childs,Arkansas,WR,75.13,219,10.13,34.13,,4.52,19,36.5,125,4.13,7.01,
2012,Toney Clemons,Colorado,WR,74.13,210,,,,4.44,10,34.5,125,4.37,7.04,
2012,Danny Coale,Virginia Tech,WR,71.88,201,9.13,30.63,,4.42,12,35,115,4.15,6.69,11.22
2012,Josh Cooper,Oklahoma State,WR,70.63,190,9.5,31,,4.65,11,30,112,4.39,7.23,
2012,Juron Criner,Arizona,WR,74.5,224,10.5,32,,4.66,17,38,117,4.3,7.15,
2012,B.J. Cunningham,Michigan State,WR,73.38,211,8.13,33,,4.52,12,31.5,116,4.35,7.1,
2012,Jeremy Ebert,Northwestern,WR,70.75,200,,,,4.42,15,31.5,109,4.19,6.81,
2012,Patrick Edwards,Houston,WR,69.25,172,8.38,29.63,,4.58,4,32,115,4.24,7.23,
2012,Michael Floyd,Notre Dame,WR,74.63,220,9.38,32.88,,4.4,16,36.5,122,4.41,7.22,
2012,Jeff Fuller,Texas A&M,WR,76.13,223,9.88,33.63,,4.58,17,30.5,117,4.46,7.2,
2012,Chris Givens,Wake Forest,WR,71.13,198,8.25,31.25,,4.35,19,33.5,118,4.23,6.97,
2012,T.J. Graham,North Carolina State,WR,71.38,188,9,32.75,,4.34,8,33.5,120,4.18,6.77,
2012,Darius Hanks,Alabama,WR,71.63,184,9.5,31.75,,4.52,11,34,117,4.32,6.98,
2012,Junior Hemingway,Michigan,WR,72.88,225,9.63,32.5,,4.48,21,35.5,124,3.98,6.59,11.16
2012,Stephen Hill,Georgia Tech,WR,76,215,9.38,33.38,,4.28,14,39.5,133,4.48,6.88,11.43
2012,T.Y. Hilton,Florida International,WR,69.5,183,8.5,32,,4.37,6,34,116,4.4,7.14,
2012,Jerrell Jackson,Missouri,WR,72.25,196,9.25,32.88,,4.5,22,41,127,4.11,6.82,11.08
2012,Alshon Jeffery,South Carolina,WR,74.88,216,10.25,33,,4.48,,35,119,4.21,6.82,
2012,A.J. Jenkins,Illinois,WR,72.25,190,9.5,32.75,,4.37,12,38.5,124,4.16,6.84,
2012,Dwight Jones,North Carolina,WR,75.25,230,9,34,,4.51,14,33,109,,,
2012,Marvin Jones,California,WR,73.88,199,10,33.13,,4.46,22,33,112,4.11,6.81,11.47
2012,Jermaine Kearse,Washington,WR,72.88,209,9.25,32.13,,4.5,14,34,119,4.12,7.03,
2012,Keshawn Martin,Michigan State,WR,71.5,188,9.25,31.5,,4.42,13,39.5,122,4.13,6.85,11.16
2012,Rishard Matthews,Nevada,WR,72.38,217,9.13,32.5,,4.54,20,36,120,4.19,6.88,11.25
2012,Marquis Maze,Alabama,WR,68.13,186,9,29.75,,4.51,,33.5,112,4.37,7.01,
2012,Marvin McNutt,Iowa,WR,74.75,216,10,32,,4.48,,37,122,4.07,7.15,11.62
2012,Kashif Moore,Connecticut,WR,69,180,9.63,31,,4.36,19,43.5,126,4.05,6.82,
2012,Derek Moye,Penn State,WR,76.25,209,8.25,32.75,,4.46,10,33.5,115,4.23,7.07,
2012,Chris Owusu,Stanford,WR,72.13,196,8.5,31.75,,4.31,19,40.5,129,4.11,6.85,11.22
2012,Eric Page,Toledo,WR,68.88,186,9,29,,4.5,15,30,112,3.98,6.95,11.47
2012,DeVier Posey,Ohio State,WR,73.63,211,9.63,31.63,,4.39,14,36.5,123,4.15,7.03,
2012,Brian Quick,Appalachian State (NC),WR,75.5,220,9.75,34.25,,4.5,15,34,119,4.23,7.1,
2012,Rueben Randle,Louisiana State,WR,74.88,210,9.5,33,,4.55,15,31,121,4.36,6.99,11.78
2012,Gerell Robinson,Arizona State,WR,75.13,227,10.13,33,,4.54,,35.5,113,4.15,7.21,
2012,James Rodgers,Oregon State,WR,66.75,184,8.75,29.63,,4.61,19,37,115,4.23,7.04,
2012,Mohamed Sanu,Rutgers,WR,73.5,211,10.13,33.5,,4.62,19,36,126,4.22,6.88,
2012,Tommy Streeter,Miami (FL),WR,76.88,219,9.5,34.75,,4.37,17,33,125,4.4,7.08,
2012,Julian Talley,Massachusetts,WR,72.88,190,,,,4.61,13,40,125,4.13,6.76,
2012,Nick Toon,Wisconsin,WR,73.88,215,9,32.5,,4.49,18,37.5,127,,,
2012,Jordan White,Western Michigan,WR,71.75,208,9.25,31.5,,4.63,14,35,119,4.13,6.84,11.4
2012,Jarius Wright,Arkansas,WR,69.63,182,8.5,31.5,,4.39,11,38,120,4.03,6.93,
2012,Kendall Wright,Baylor,WR,70.25,196,8.63,30.5,,4.49,3,38.5,121,4.18,6.93,
2012,Devon Wylie,Frenso State (CA),WR,69.25,187,9.5,30.25,,4.36,17,39,123,4.2,6.93,
2011,Darvin Adams,Auburn,WR,74.13,190,9.25,34,,4.56,,33.5,114,4.37,7.09,
2011,Jon Baldwin,Pittsburgh,WR,76.38,228,10.13,33.63,14,4.49,20,42,129,4.34,7.07,11.4
2011,Armon Binns,Cincinnati,WR,75,209,9.5,32.5,,4.5,13,31.5,118,4.31,6.86,
2011,DeAndre Brown,Southern Mississippi,WR,77.63,233,9.63,33.25,,4.59,20,29,117,4.33,6.93,
2011,Vincent Brown,San Diego State,WR,71.25,187,10.25,33,,4.68,12,33.5,121,4.25,6.64,
2011,Stephen Burton,West Texas A&M,WR,73.38,221,9.13,32,,4.5,19,34.5,117,4.31,7.04,
2011,Randall Cobb,Kentucky,WR,70.25,191,9.38,31,,4.46,16,33.5,115,4.34,7.08,11.56
2011,Mark Dell,Michigan State,WR,72.25,193,9.5,32.75,,4.54,14,31.5,114,4.19,7,
2011,Tandon Doss,Indiana,WR,74,201,10.13,31.25,,4.56,14,32,113,4.26,7.02,
2011,Kris Durham,Georgia,WR,77.25,216,,,,4.5,16,34.5,118,4.45,7,
2011,Edmond Gates,Abilene Christian (TX),WR,71.75,192,9.38,30.75,,4.49,16,40,131,4.21,6.98,
2011,A.J. Green,Georgia,WR,75.63,211,9.25,34.38,10,4.48,18,34.5,126,4.21,6.91,11.46
2011,Tori Gurley,South Carolina,WR,76.13,216,9.75,35,,4.53,15,33.5,118,4.25,7.05,11.6
2011,Jamel Hamler,Frenso State (CA),WR,73,193,10,32.25,,4.68,4,32,112,4.18,7.16,
2011,Leonard Hankerson,Miami (FL),WR,73.5,209,10.63,32.25,,4.4,14,36,117,4.21,6.94,11.37
2011,Dwayne Harris,East Carolina (NC),WR,70.38,203,10.13,31.13,,4.53,10,34,111,4.21,6.77,11.68
2011,Andre Holmes,Hillsdale (MI),WR,76.38,210,8.63,34,,4.51,11,35,130,4.31,6.69,11.4
2011,Lestar Jean,Florida Atlantic,WR,75,215,9,33,,4.61,14,37.5,113,4.43,7.45,11.68
2011,Jerrel Jernigan,Troy (AL),WR,68.88,185,9.25,32,,4.46,11,37.5,117,4.25,7.07,11.57
2011,Ronald Johnson,Southern California,WR,71.25,199,9,30.75,,4.46,16,36,121,4.32,6.75,
2011,Julio Jones,Alabama,WR,74.75,220,9.75,33.75,,4.34,17,38.5,135,4.25,6.66,11.07
2011,Jeremy Kerley,Texas Christian,WR,69.5,189,9,30,,4.56,16,34.5,120,4.03,6.81,
2011,Greg Little,North Carolina,WR,74.5,231,9.13,33.25,,4.51,27,40.5,129,4.21,6.8,11.28
2011,Ricardo Lockette,Fort Valley State (GA),WR,74.13,211,9.75,33.75,,4.34,21,35.5,127,4.19,7.15,11.27
2011,Jeff Maehl,Oregon,WR,72.88,190,9.13,31.5,,4.56,7,33.5,115,3.94,6.42,10.88
2011,Scotty McKnight,Colorado,WR,70.5,182,,,,4.54,12,32.5,125,4.11,6.79,
2011,Denarius Moore,Tennessee,WR,71.63,194,9.5,33,,4.43,13,36,118,4.15,6.78,
2011,Joseph Morgan,Michigan State,WR,72.5,189,9.125,31,,4.48,10,35.5,123,4.25,6.91,
2011,Orenthal Murdock,Fort Hays State (KS),WR,70.5,197,9,32,,4.59,15,34.5,116,4.37,,
2011,Jamar Newsome,Central Florida,WR,72.5,200,9,32.88,,4.56,13,38.5,129,4.22,6.83,
2011,Niles Paul,Nebraska,WR,72.88,224,8.88,31,,4.45,24,34.5,117,4.14,6.9,11.75
2011,Austin Pettis,Boise State,WR,74.63,209,9.75,31.75,,4.56,14,33.5,120,3.88,6.68,11.14
2011,Kealoha Pilares,Hawaii,WR,69.88,199,8.75,30.5,,4.56,19,39,122,4.15,6.96,
2011,Aldrick Robinson,Southern Methodist (TX),WR,69.63,184,8.75,29.5,,4.35,17,40,126,4.09,6.65,11.01
2011,Greg Salas,Hawaii,WR,73.13,210,9.25,32,,4.53,15,37,120,4.1,6.65,11.21
2011,DeMarco Sampson,San Diego State,WR,74,204,9.63,33,,4.69,14,34,117,4.3,7.04,
2011,Jock Sanders,West Virginia,WR,66.13,181,8.88,28.25,,4.5,19,34.5,121,4.13,6.78,
2011,Dane Sanzenbacher,Ohio State,WR,71.38,182,8.25,30.5,,4.56,,33.5,118,3.97,6.46,10.94
2011,Cecil Shorts,Mount Union (OH),WR,71.75,205,9.25,31.63,,4.58,21,34.5,114,4.07,6.5,11.18
2011,Keith Smith,Purdue,WR,74.25,214,9.625,32.63,,,,,,,,
2011,Torrey Smith,Maryland,WR,72.88,204,8.63,32.63,,4.41,19,41,126,4.13,6.72,11.33
2011,Owen Spencer,North Carolina State,WR,73.88,195,9.5,33.38,,4.51,6,37.5,125,4.18,6.86,11.16
2011,Terrence Toliver,Louisiana State,WR,75.5,212,10,32,,4.62,,32,122,4.03,6.48,11.4
2011,Terrance Turner,Indiana,WR,73.75,220,9.875,33.5,,4.66,16,41,128,4.15,6.77,
2011,Ryan Whalen,Stanford,WR,73.13,202,9,30,,4.53,18,38.5,123,4.09,6.67,11.21
2011,Marshall Williams,Wake Forest,WR,72.75,188,9.25,32,,4.56,9,35.5,123,4.09,6.61,11.38
2011,Jimmy Young,Texas Christian,WR,72,204,9,31.38,,4.5,19,37,115,4.18,7.08,
2011,Titus Young,Boise State,WR,71.38,174,9,30.88,,4.43,,33.5,123,4.34,6.96,
,,,,,,,,,,,,,,,
